Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
l6tfZrbK,22/07/2023,04:30,FIJI - PREMIER LEAGUE,Nadi,Labasa,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQe4A6cf,22/07/2023,05:00,INDONESIA - LIGA 1,Persita,Persija Jakarta,ROUND 4,3.17,3.2,2.22,1.04,7.6,1.36,2.79,2.21,1.65,3.88,1.2,7.6,1.04,1.87,1.89,,,,,7.0,6.5,9.0,17.0,8.0,5.5,8.0,15.0,13.0,10.0,13.0,26.0,34.0,23.0,36.0,67.0,67.0
n1WDsPBi,22/07/2023,07:00,SINGAPORE - PREMIER LEAGUE,Tampines,Geylang,-,1.33,4.5,7.0,1.02,19.0,1.13,6.0,1.44,2.7,2.0,1.73,3.5,1.29,1.67,2.1,1.35,3.1,,,19.0,26.0,41.0,81.0,10.0,10.0,23.0,51.0,8.5,9.0,17.0,41.0,10.0,11.0,21.0,41.0,151.0
x2qzwO6j,22/07/2023,07:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Gwangju FC,ROUND 24,3.6,3.3,2.1,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.62,2.2,3.45,1.3,1.75,2.05,11.0,8.5,11.0,19.0,12.0,6.5,9.0,15.0,19.0,13.0,12.0,23.0,41.0,26.0,34.0,41.0,151.0
nR1UabKq,22/07/2023,07:00,BANGLADESH - PREMIER LEAGUE,Sheikh Russel,Muktijoddha Sangsad,ROUND 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pIF24vCS,22/07/2023,07:00,BANGLADESH - PREMIER LEAGUE,Mohammedan,Rahmatgonj MFS,ROUND 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zRS9r5do,22/07/2023,07:00,SINGAPORE - PREMIER LEAGUE,Albirex Niigata,Young Lions,-,1.06,11.0,17.0,1.01,34.0,1.03,15.0,1.14,5.5,1.36,3.0,1.8,1.91,1.83,1.83,,,,,34.0,81.0,151.0,201.0,21.0,23.0,67.0,151.0,12.0,17.0,29.0,101.0,9.0,12.0,29.0,51.0,201.0
j3lOA5HF,22/07/2023,07:00,RUSSIA - PREMIER LEAGUE,Ural,CSKA Moscow,ROUND 1,4.02,3.49,2.08,1.04,7.4,1.39,2.71,2.35,1.69,4.05,1.19,7.9,1.03,2.0,1.77,,,,,,,,,,,,,,,,,,,,,
tl1YbIZk,22/07/2023,07:00,BANGLADESH - PREMIER LEAGUE,Chittagong Abahani,Bangladesh Police,ROUND 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IcMM0Rbc,22/07/2023,07:30,SOUTH KOREA - K LEAGUE 1,Seoul,Incheon,ROUND 24,1.95,3.3,3.6,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.8,1.91,2.0,1.85,1.28,3.55,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,8.5,15.0,41.0,17.0,17.0,26.0,51.0,251.0
v7NI17qi,22/07/2023,07:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Suwon Bluewings,ROUND 24,2.55,3.3,2.63,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,1.91,1.8,2.5,1.5,1.5,2.5,8.5,7.5,12.0,26.0,7.5,6.5,10.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,401.0
8v75Xy6D,22/07/2023,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Viettel,CHAMPIONSHIP GROUP ,2.71,3.06,2.56,1.05,6.9,1.42,2.57,2.38,1.57,4.33,1.16,8.6,1.02,1.95,1.81,,,,,6.0,6.5,10.0,23.0,6.5,5.0,8.5,20.0,10.0,8.5,12.0,34.0,23.0,19.0,34.0,76.0,201.0
Um81YHj7,22/07/2023,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Cong An,CHAMPIONSHIP GROUP ,3.06,3.42,2.17,1.01,9.8,1.24,3.48,1.83,1.95,2.93,1.33,5.5,1.1,1.65,2.18,,,,,8.5,7.0,9.5,17.0,8.5,5.5,7.5,14.0,13.0,8.5,10.0,20.0,26.0,19.0,23.0,41.0,201.0
pdjldLrE,22/07/2023,08:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Hanoi FC,CHAMPIONSHIP GROUP ,3.76,3.52,1.89,1.02,9.2,1.27,3.28,1.91,1.87,3.14,1.29,5.95,1.08,1.75,2.03,,,,,8.0,6.0,8.0,14.0,9.0,5.5,7.0,12.0,15.0,10.0,11.0,21.0,41.0,26.0,31.0,56.0,201.0
CxmICn0s,22/07/2023,08:00,SWEDEN - SUPERETTAN,Landskrona,AFC Eskilstuna,ROUND 15,1.7,3.5,4.5,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.7,2.05,1.73,2.08,1.2,4.4,12.0,15.0,26.0,51.0,8.0,7.0,15.0,34.0,9.0,8.5,13.0,41.0,13.0,13.0,23.0,41.0,151.0
nXQQaoE3,22/07/2023,08:00,SOUTH KOREA - K LEAGUE 1,Daejeon,Daegu,ROUND 24,2.5,3.3,2.6,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.62,2.2,2.5,1.5,1.5,2.5,12.0,10.0,15.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,19.0,26.0,41.0,151.0
0Iec6Nio,22/07/2023,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Shandong Taishan,ROUND 18,4.0,3.4,2.0,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.75,2.0,3.8,1.25,1.88,1.98,10.0,7.5,9.5,17.0,12.0,6.5,8.5,15.0,21.0,13.0,13.0,26.0,41.0,29.0,34.0,41.0,201.0
2sGMCPEH,22/07/2023,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Dalian Pro,ROUND 18,1.5,4.2,7.0,1.05,11.0,1.25,3.75,1.88,1.98,3.0,1.36,6.0,1.13,2.05,1.7,1.45,2.68,1.11,6.8,10.0,17.0,41.0,81.0,7.0,7.5,21.0,51.0,6.5,9.0,19.0,51.0,9.5,13.0,29.0,67.0,401.0
8KGID5aB,22/07/2023,08:35,CHINA - SUPER LEAGUE,Changchun Yatai,Shanghai Shenhua,ROUND 18,2.88,3.25,2.55,1.05,11.0,1.29,3.5,2.0,1.85,3.4,1.3,7.0,1.1,1.75,2.0,2.75,1.43,1.55,2.38,9.5,8.5,12.0,23.0,9.0,6.0,10.0,21.0,15.0,11.0,13.0,29.0,29.0,23.0,29.0,41.0,201.0
tYEQBqUN,22/07/2023,08:35,CHINA - SUPER LEAGUE,Beijing Guoan,Qingdao Hainiu,ROUND 18,1.7,3.75,5.0,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.7,2.05,1.63,2.25,1.17,5.0,13.0,15.0,26.0,51.0,8.5,7.0,17.0,41.0,8.5,8.5,13.0,41.0,13.0,13.0,23.0,41.0,151.0
viaC8pS6,22/07/2023,09:00,INDONESIA - LIGA 1,PSM Makassar,Persib Bandung,ROUND 4,2.08,3.54,3.17,1.01,11.0,1.2,3.84,1.74,2.07,2.71,1.38,4.9,1.12,1.59,2.29,,,,,12.0,12.0,15.0,31.0,8.5,6.0,9.5,19.0,10.0,7.5,10.0,21.0,15.0,13.0,17.0,36.0,67.0
