Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
IZJnZhOH,03/01/2024,08:30,IRAN - PERSIAN GULF PRO LEAGUE,Zob Ahan,Gol Gohar,ROUND 15,2.45,2.62,3.4,1.75,2.0,1.17,4.5,1.7,2.07,2.95,1.35,5.5,1.11,9.0,1.03,2.3,1.55,2.4,1.53,,,4.5,6.5,15.5,55.0,5.4,5.5,13.5,45.0,10.25,10.5,21.0,75.0,27.0,28.0,55.0,150.0,
xGrtkecA,03/01/2024,09:00,UGANDA - PREMIER LEAGUE,Gadaffi,BUL,ROUND 14,5.9,3.15,1.6,1.42,2.35,,,1.33,3.0,1.9,1.75,3.6,1.24,6.85,1.07,1.96,1.8,,,1.75,1.87,8.5,5.3,6.3,10.25,12.5,5.6,6.6,10.75,30.0,14.5,12.0,20.0,100.0,50.0,45.0,50.0,350.0
pUetXb5A,03/01/2024,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,Metlaoui,AS Marsa,ROUND 14,1.65,3.35,5.8,1.57,2.3,1.11,5.7,1.5,2.42,2.42,1.5,4.35,1.18,7.5,1.06,2.35,1.53,1.62,2.2,,,5.7,11.0,32.0,120.0,4.8,6.9,20.0,80.0,6.2,9.0,24.0,100.0,11.5,16.5,45.0,175.0,201.0
AclUZ0Li,03/01/2024,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,Ben Guerdane,Gafsa,ROUND 14,2.15,2.82,3.85,1.7,2.12,1.14,4.9,1.6,2.25,2.72,1.4,5.0,1.14,8.5,1.04,2.22,1.6,2.07,1.7,,,4.9,7.6,18.5,65.0,5.3,5.7,14.0,50.0,8.75,9.5,20.0,70.0,21.0,23.0,45.0,150.0,201.0
4KmYYKzb,03/01/2024,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,CS Sfaxien,Monastir,ROUND 14,2.27,2.87,3.4,1.65,2.15,1.13,5.1,1.6,2.27,2.67,1.42,4.9,1.14,8.25,1.04,2.2,1.6,2.22,1.62,,,5.1,7.2,16.0,50.0,5.4,5.8,13.0,40.0,9.25,10.0,19.5,60.0,23.0,25.0,50.0,150.0,201.0
256yYvj4,03/01/2024,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,Esperance Tunis,Bizertin,ROUND 14,1.28,5.0,10.5,1.39,2.75,1.05,7.6,1.29,3.3,1.87,1.88,3.05,1.33,5.3,1.12,2.5,1.47,,,,,7.6,21.0,70.0,350.0,5.6,10.25,35.0,175.0,5.2,9.5,32.0,175.0,6.9,12.5,45.0,200.0,201.0
figyjyr4,03/01/2024,10:00,UGANDA - PREMIER LEAGUE,Arua Hill,Express,ROUND 14,8.5,4.35,1.31,1.39,2.45,,,,,1.78,1.85,2.1,1.57,3.56,1.23,1.76,2.01,,,,,14.0,7.4,6.5,7.9,21.0,8.0,7.0,8.5,55.0,21.0,14.0,16.5,175.0,75.0,55.0,50.0,300.0
fk6sCcTp,03/01/2024,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,Soliman,Etoile Sahel,ROUND 14,10.0,4.15,1.35,1.55,2.35,1.1,6.0,1.47,2.52,2.35,1.53,4.2,1.19,7.3,1.06,3.0,1.34,,,,,6.0,4.3,4.7,7.4,16.0,9.5,10.25,16.5,65.0,40.0,40.0,65.0,400.0,250.0,250.0,400.0,201.0
W6kQzs6o,03/01/2024,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,Olympique Beja,Club Africain,ROUND 14,2.92,2.82,2.6,1.65,2.15,1.13,5.2,1.55,2.32,2.57,1.44,4.7,1.15,8.0,1.05,2.1,1.65,,,1.52,2.45,5.2,6.3,11.5,30.0,6.6,5.6,10.25,27.0,13.0,11.5,18.0,45.0,37.0,32.0,55.0,120.0,201.0
lzlSGw6E,03/01/2024,11:00,GREECE - SUPER LEAGUE,Asteras Tripolis,Aris,ROUND 16,3.25,3.1,2.38,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,1.95,1.8,3.0,1.38,1.55,2.38,7.5,7.0,11.0,23.0,8.5,6.0,10.0,21.0,15.0,12.0,15.0,34.0,34.0,26.0,41.0,51.0,351.0
0nyrTOGl,03/01/2024,11:00,REPUBLIC OF THE CONGO - LIGUE 1,Vegas,Diables Noirs,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QwQ2uUpi,03/01/2024,11:15,IRAN - PERSIAN GULF PRO LEAGUE,Foolad,Nassaji Mazandaran,ROUND 15,1.91,3.05,4.3,1.62,2.2,1.12,5.4,1.53,2.35,2.55,1.45,4.65,1.16,7.9,1.05,2.25,1.57,1.88,1.85,,,5.4,8.5,21.0,75.0,5.1,6.2,15.5,55.0,7.6,9.0,21.0,80.0,16.0,19.0,45.0,150.0,900.0
UaxH0P8i,03/01/2024,12:00,SPAIN - PRIMERA RFEF,Sanluqueno,Castellon,GROUP 2 ,5.0,3.8,1.6,1.4,2.75,1.03,9.5,1.33,3.25,2.05,1.75,3.5,1.29,6.5,1.1,2.1,1.67,4.8,1.18,2.3,1.6,9.5,6.0,7.0,11.0,12.0,7.5,9.0,15.0,26.0,17.0,21.0,29.0,51.0,41.0,51.0,67.0,67.0
d0L5eTZ5,03/01/2024,12:00,GREECE - SUPER LEAGUE,Lamia,Olympiacos Piraeus,ROUND 16,12.0,5.0,1.29,1.33,3.25,1.04,13.0,1.22,4.0,1.8,2.0,3.0,1.36,5.5,1.14,2.2,1.62,7.0,1.1,3.45,1.3,11.0,6.5,6.0,7.5,23.0,9.5,9.0,12.0,51.0,29.0,23.0,34.0,151.0,81.0,81.0,81.0,501.0
j5sfRsyG,03/01/2024,12:00,CAMEROON - ELITE ONE,Canon Yaounde,Bamboutos FC,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6JGs4wHm,03/01/2024,12:00,GHANA - PREMIER LEAGUE,Real Tamale,Medeama,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GnksUqic,03/01/2024,12:00,CAMEROON - ELITE ONE,Colombe,Dynamo Douala,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CErjSNL9,03/01/2024,12:00,CAMEROON - ELITE ONE,Bamenda,Aigle Royal,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GzVTUC41,03/01/2024,12:00,MOROCCO - BOTOLA PRO,Wydad,Raja Casablanca,ROUND 14,2.8,2.88,2.8,1.57,2.25,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62,2.75,1.43,1.45,2.68,6.0,6.5,12.0,29.0,7.0,6.0,11.0,26.0,12.0,12.0,19.0,41.0,29.0,29.0,41.0,67.0,101.0
KvnbQ1jM,03/01/2024,12:00,CAMEROON - ELITE ONE,Union Douala,Les Astres,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zTeQ32er,03/01/2024,12:00,CAMEROON - ELITE ONE,UMS de Loum,Victoria United,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rgaY1tQf,03/01/2024,12:00,CAMEROON - ELITE ONE,Fovu Baham,Stade Renard,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UkgoT363,03/01/2024,12:00,CAMEROON - ELITE ONE,Fortuna Mfou,Gazelle,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJfU2MAl,03/01/2024,12:00,CAMEROON - ELITE ONE,Fauve Azur Elite,Yong Sports Academy,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mqbx10u1,03/01/2024,12:00,CAMEROON - ELITE ONE,APEJES Academy,Avion Academy,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GdlZytWj,03/01/2024,12:30,SPAIN - PRIMERA RFEF,UD Ibiza,San Fernando,GROUP 2 ,1.45,4.0,6.0,1.4,2.75,1.03,9.5,1.33,3.25,2.05,1.75,3.5,1.29,6.5,1.1,2.2,1.62,1.48,2.6,1.13,5.9,9.5,13.0,29.0,67.0,6.0,8.5,21.0,51.0,6.5,9.0,23.0,51.0,9.5,15.0,34.0,81.0,67.0
x6kVxMGp,03/01/2024,13:00,SPAIN - PRIMERA RFEF,Antequera,Ceuta,GROUP 2 ,2.3,3.1,3.0,1.5,2.5,1.07,7.5,1.4,2.75,2.3,1.6,4.33,1.2,8.0,1.06,2.0,1.73,2.3,1.6,1.38,3.0,7.5,8.0,15.0,34.0,7.0,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,900.0
rVOyfxQG,03/01/2024,13:00,SPAIN - LALIGA,Granada CF,Cadiz CF,ROUND 19,2.25,3.1,3.5,1.5,2.5,1.1,7.0,1.44,2.75,2.35,1.57,4.33,1.22,10.0,1.06,2.0,1.75,2.2,1.65,1.33,3.3,7.5,9.0,17.0,41.0,6.5,6.0,13.0,34.0,9.5,9.5,17.0,41.0,21.0,21.0,34.0,51.0,401.0
tlkXjHSc,03/01/2024,13:00,UGANDA - PREMIER LEAGUE,Vipers,NEC FC,ROUND 14,1.57,3.35,5.6,1.52,2.12,,,1.46,2.45,2.32,1.47,4.7,1.14,,,2.42,1.53,1.78,1.82,,,6.6,9.0,24.0,90.0,4.1,6.1,16.5,60.0,5.1,7.6,20.0,75.0,8.75,13.0,35.0,120.0,
dGLhLH6C,03/01/2024,13:30,SENEGAL - LIGUE 1,Casa,Teungueth,ROUND 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8DeG6SF,03/01/2024,14:00,ISRAEL - LIGAT HA'AL,Hapoel Jerusalem,Maccabi Petah Tikva,ROUND 14,2.3,3.2,3.1,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,2.25,1.63,1.35,3.1,8.0,8.5,15.0,34.0,7.0,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,351.0
AqkOHJj8,03/01/2024,14:00,GREECE - SUPER LEAGUE,AEK Athens FC,Volos,ROUND 16,1.14,7.5,21.0,1.22,4.0,1.03,17.0,1.11,6.5,1.4,2.88,2.0,1.73,3.25,1.33,2.25,1.57,1.15,5.5,,,17.0,41.0,81.0,301.0,10.0,15.0,41.0,126.0,6.5,12.0,29.0,81.0,6.5,11.0,34.0,81.0,501.0
IBmSmGWg,03/01/2024,14:00,CYPRUS - CYTA CHAMPIONSHIP,Achnas,Nea Salamis,ROUND 17,2.92,3.4,2.42,1.42,2.92,1.06,9.5,1.27,3.75,1.83,2.02,3.0,1.42,5.4,1.16,1.62,2.2,2.85,1.45,1.6,2.4,9.5,8.5,13.0,27.0,10.25,6.8,9.75,20.0,17.5,10.75,13.0,28.0,40.0,24.0,29.0,55.0,350.0
niuqpYVI,03/01/2024,14:00,CYPRUS - CYTA CHAMPIONSHIP,Othellos Athienou,AEK Larnaca,ROUND 17,6.1,4.5,1.5,1.36,3.2,1.04,10.75,1.23,4.15,1.72,2.18,2.75,1.47,4.8,1.19,1.83,1.91,,,2.67,1.5,10.75,7.1,7.7,11.0,15.5,9.0,8.75,12.5,40.0,19.5,18.5,27.0,120.0,65.0,60.0,80.0,700.0
AopKkx2s,03/01/2024,14:00,CYPRUS - CYTA CHAMPIONSHIP,Paphos,Aris,ROUND 17,2.12,3.5,3.4,1.4,2.95,1.06,9.75,1.26,3.85,1.8,2.07,2.92,1.44,5.2,1.17,1.62,2.22,2.12,1.75,1.35,3.35,9.75,10.5,20.0,50.0,8.75,6.9,12.0,30.0,12.5,9.0,13.0,35.0,23.0,16.5,24.0,55.0,350.0
Q5dS0I0d,03/01/2024,14:00,ITALY - COPPA ITALIA,Atalanta,Sassuolo,1/8-FINALS,1.5,4.5,6.5,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.7,2.05,1.48,2.6,1.14,5.75,17.0,19.0,34.0,67.0,9.0,8.5,19.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
UwZXTWJ7,03/01/2024,14:00,MOROCCO - BOTOLA PRO,Mouloudia Oujda,FUS Rabat,ROUND 14,4.5,3.1,1.91,1.57,2.25,1.13,6.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.38,1.53,4.5,1.19,1.88,1.93,6.0,5.0,7.0,15.0,9.5,6.5,9.5,19.0,23.0,17.0,21.0,41.0,51.0,41.0,51.0,81.0,900.0
tIEiHnD9,03/01/2024,14:45,ISRAEL - LIGAT HA'AL,Hapoel Tel Aviv,Sakhnin,ROUND 14,2.05,3.4,3.5,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,2.1,1.7,1.33,3.3,8.5,9.0,17.0,41.0,6.5,6.5,12.0,29.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,51.0,351.0
KdBUhAIs,03/01/2024,15:00,SPAIN - PRIMERA RFEF,R. Union,Sestao,GROUP 1 ,1.85,3.3,3.8,1.5,2.5,1.07,7.5,1.44,2.63,2.35,1.57,4.33,1.2,8.0,1.06,2.2,1.62,2.05,1.75,1.25,3.8,7.5,9.0,19.0,41.0,6.0,7.0,15.0,41.0,8.0,9.5,21.0,41.0,15.0,19.0,34.0,67.0,67.0
