Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
4vhLe9e3,20/02/2024,05:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Western United,ROUND 12,1.53,4.33,5.75,1.29,3.5,1.03,15.0,1.17,5.0,1.53,2.4,2.38,1.57,4.33,1.22,1.67,2.1,1.53,2.43,1.16,5.25,17.0,19.0,34.0,51.0,9.0,8.5,17.0,41.0,8.5,8.5,15.0,41.0,12.0,11.0,21.0,41.0,151.0
z53ZNAW7,20/02/2024,11:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,El Gouna,ROUND 13,1.8,3.25,4.45,1.47,2.35,1.03,8.0,1.35,2.72,2.0,1.65,3.3,1.24,7.1,1.05,1.85,1.75,1.78,1.93,,,8.0,10.5,24.0,80.0,6.2,6.3,15.0,50.0,8.0,8.25,16.5,60.0,15.0,15.0,29.0,90.0,800.0
feLDyIvB,20/02/2024,12:00,MOROCCO - BOTOLA PRO,Raja Casablanca,Hassania Agadir,ROUND 20,1.33,4.2,8.5,1.44,2.63,1.08,7.5,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.75,1.4,1.35,3.1,,,7.5,15.0,41.0,126.0,5.0,9.5,29.0,81.0,5.0,10.0,34.0,81.0,8.0,15.0,41.0,126.0,101.0
dIWa9pJB,20/02/2024,13:00,IRAQ - SUPER LEAGUE,Naft Missan,Duhok,ROUND 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z9V384YH,20/02/2024,13:00,IRAQ - SUPER LEAGUE,Al-Qassim,Newroz,ROUND 15,3.6,2.95,2.02,1.5,2.15,1.07,6.9,1.43,2.54,2.25,1.5,4.4,1.16,8.5,1.04,2.03,1.75,,,,,6.9,5.1,7.4,15.0,6.9,5.2,7.5,15.0,14.0,10.75,14.0,27.0,40.0,30.0,40.0,75.0,
IXK87OmO,20/02/2024,13:00,IRAQ - SUPER LEAGUE,Al Zawraa,Al Quwa Al Jawiya,ROUND 15,2.65,3.0,2.52,1.5,2.18,,,,,2.25,1.5,,,,,,,,,,,7.0,5.8,9.5,21.0,5.9,5.2,8.5,19.5,9.75,8.75,13.5,32.0,23.0,20.0,32.0,70.0,
SrSeAQ35,20/02/2024,13:00,IRAQ - SUPER LEAGUE,Al Naft,Naft Al-Basra,ROUND 15,1.88,3.0,4.1,1.52,2.12,1.07,6.8,1.45,2.55,2.25,1.5,4.2,1.19,8.5,1.04,2.1,1.7,1.82,1.78,,,6.7,7.5,17.0,50.0,4.9,5.2,12.0,37.0,6.8,7.2,14.5,45.0,13.0,14.0,27.0,75.0,
Q5v0t4jf,20/02/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hala,Manama Club,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVzdspyl,20/02/2024,13:00,BAHRAIN - PREMIER LEAGUE,East Riffa,Busaiteen,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lhTiB6la,20/02/2024,13:00,IRAQ - SUPER LEAGUE,Al Karkh,Al Wasat,ROUND 15,1.83,2.95,4.4,1.57,2.02,1.09,5.8,1.52,2.2,2.67,1.39,5.4,1.1,10.0,1.02,2.38,1.55,1.78,1.82,,,6.0,7.2,17.5,60.0,4.35,5.3,13.5,45.0,6.2,7.6,17.0,60.0,12.0,15.0,32.0,110.0,
noA1WUoE,20/02/2024,13:30,SLOVENIA - PRVA LIGA,Radomlje,Aluminij,ROUND 22,1.87,3.5,3.85,1.4,2.7,1.06,7.4,1.29,3.25,1.88,1.85,3.05,1.33,5.3,1.12,1.78,1.93,1.85,1.9,,,7.4,11.0,21.0,55.0,7.3,6.7,13.0,35.0,9.0,8.25,14.5,40.0,16.0,14.5,26.0,65.0,500.0
vX2Q8Cv3,20/02/2024,14:00,POLAND - DIVISION 1,Leczna,Tychy,ROUND 17,2.8,3.1,2.45,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,2.75,1.43,1.55,2.38,8.5,7.5,11.0,23.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,26.0,34.0,51.0,301.0
