Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
UkLrpofo,02/01/2024,10:00,UGANDA - PREMIER LEAGUE,Mbarara City,Wakiso Giants,ROUND 14,2.02,2.8,3.9,1.55,2.07,1.07,6.45,1.47,2.32,2.42,1.47,4.7,1.14,9.0,1.05,2.11,1.69,1.93,1.7,,,6.2,7.0,15.5,50.0,5.0,4.9,11.5,37.0,7.4,7.3,13.5,45.0,15.0,15.0,27.0,75.0,101.0
b3bB2gAC,02/01/2024,10:00,UGANDA - PREMIER LEAGUE,Busoga,Airtel Kitara,ROUND 14,3.55,3.3,1.9,1.42,2.35,1.06,6.86,1.35,2.84,2.05,1.62,3.74,1.21,7.0,1.08,1.9,1.86,,,1.78,1.83,8.0,5.4,7.1,13.0,7.8,5.7,7.4,13.5,14.5,10.5,14.0,25.0,37.0,28.0,37.0,65.0,500.0
8ziPhwbo,02/01/2024,10:00,UGANDA - PREMIER LEAGUE,Bright Stars,Maroons,ROUND 14,2.0,3.1,3.45,1.5,2.15,1.09,5.89,1.47,2.32,2.32,1.47,4.4,1.16,9.0,1.05,2.03,1.75,1.93,1.7,,,6.9,6.7,13.0,37.0,4.9,5.4,10.75,29.0,7.0,7.8,15.5,40.0,14.0,15.5,30.0,90.0,101.0
nRkTicDi,02/01/2024,10:00,UGANDA - PREMIER LEAGUE,Villa,UPDF,ROUND 14,1.52,3.3,6.9,1.52,2.12,1.09,6.43,1.42,2.57,2.25,1.5,4.3,1.16,8.0,1.06,2.4,1.54,,,,,6.5,10.25,32.0,150.0,4.2,6.0,19.5,90.0,5.1,7.2,19.0,90.0,8.5,11.75,30.0,120.0,101.0
E78dMce3,02/01/2024,11:00,EGYPT - PREMIER LEAGUE,Pyramids,Smouha,ROUND 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zH9hNwtc,02/01/2024,11:00,EGYPT - PREMIER LEAGUE,Pharco,Al Ahly,ROUND 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MmhkmXFN,02/01/2024,12:00,SCOTLAND - PREMIERSHIP,Rangers,Kilmarnock,ROUND 22,1.25,6.5,9.5,1.29,3.5,1.03,17.0,1.2,4.5,1.57,2.35,2.5,1.53,4.5,1.2,2.2,1.62,1.25,3.8,,,15.0,21.0,41.0,126.0,7.0,12.0,26.0,67.0,6.0,9.0,29.0,67.0,7.5,11.0,29.0,81.0,501.0
4CsfniVT,02/01/2024,12:00,SCOTLAND - PREMIERSHIP,Ross County,Aberdeen,ROUND 22,3.2,3.2,2.4,1.44,2.63,1.07,9.0,1.36,3.2,2.08,1.73,3.75,1.29,8.0,1.08,1.91,1.91,3.0,1.38,1.58,2.35,8.5,7.5,11.0,23.0,8.5,6.0,9.5,21.0,15.0,11.0,15.0,34.0,34.0,26.0,34.0,51.0,301.0
IekleAI6,02/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Inverness,ROUND 19,2.3,3.3,2.7,1.44,2.63,1.07,7.5,1.36,3.0,2.15,1.67,3.75,1.25,7.0,1.08,1.83,1.83,2.38,1.55,1.45,2.68,9.0,8.5,13.0,29.0,7.5,6.5,11.0,23.0,11.0,10.0,17.0,34.0,23.0,21.0,34.0,51.0,800.0
0KvgfUXC,02/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Arbroath,Dundee Utd,ROUND 19,10.0,5.75,1.2,1.29,3.5,1.03,10.5,1.17,4.5,1.57,2.35,2.38,1.53,4.0,1.22,2.2,1.62,6.8,1.11,4.1,1.23,15.0,7.5,6.0,7.0,23.0,12.0,10.0,12.0,51.0,29.0,26.0,34.0,126.0,67.0,67.0,81.0,1250.0
