Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
MRfz8NkN,23/07/2023,16:00,BRAZIL - SERIE A,Bragantino,Internacional,ROUND 16,1.95,3.5,4.0,1.07,9.0,1.36,3.2,2.1,1.73,4.0,1.25,8.0,1.08,1.95,1.8,2.0,1.85,1.28,3.55,8.5,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
YZcbZ530,23/07/2023,16:00,CHILE - PRIMERA DIVISION,Everton,U. Espanola,ROUND 18,2.1,3.3,3.6,1.06,10.0,1.29,3.5,2.0,1.85,3.4,1.3,7.0,1.1,1.73,2.0,2.05,1.75,1.3,3.45,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,51.0,201.0
t0Zqa5dr,23/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Atl. Rafaela,Gimnasia Jujuy,ROUND 23,1.91,3.2,4.5,1.1,7.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.1,1.67,1.95,1.9,1.22,4.15,7.0,9.5,21.0,51.0,6.0,6.0,15.0,41.0,8.0,9.5,19.0,51.0,15.0,19.0,34.0,67.0,201.0
2VankNiR,23/07/2023,16:15,ICELAND - BESTA DEILD KARLA,KR Reykjavik,Vikingur Reykjavik,ROUND 16,3.3,3.82,2.04,1.02,14.3,1.15,4.5,1.54,2.28,2.46,1.56,4.1,1.19,1.52,2.46,,,,,13.0,9.0,10.0,15.0,11.0,6.0,7.0,11.0,15.0,9.0,8.5,15.0,26.0,17.0,19.0,26.0,201.0
MFtJq1Fl,23/07/2023,16:15,ICELAND - BESTA DEILD KARLA,Kopavogur,Stjarnan,ROUND 16,3.46,3.96,1.95,1.02,15.5,1.12,5.05,1.46,2.48,2.25,1.66,3.55,1.24,1.47,2.6,,,,,14.0,9.0,10.0,15.0,12.0,6.5,7.0,10.0,17.0,9.5,8.5,14.0,31.0,18.0,18.0,26.0,151.0
rPsFps0r,23/07/2023,16:15,ICELAND - BESTA DEILD KARLA,Valur,Fram,ROUND 16,1.42,5.2,6.32,1.02,19.0,1.07,6.35,1.32,3.04,1.91,1.91,2.83,1.36,1.51,2.48,,,,,21.0,23.0,36.0,81.0,9.0,8.5,17.0,36.0,7.5,6.5,11.0,31.0,9.0,8.0,12.0,31.0,201.0
lAbXYIIu,23/07/2023,16:30,ARGENTINA - LIGA PROFESIONAL,Atl. Tucuman,Independiente,ROUND 26,2.38,3.1,3.25,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62,2.4,1.54,,,6.0,7.0,15.0,34.0,6.0,6.0,13.0,34.0,9.5,10.0,21.0,41.0,23.0,23.0,41.0,81.0,501.0
WbRM2eas,23/07/2023,17:00,PERU - LIGA 1,Carlos Mannucci,Sport Boys,CLAUSURA ,2.1,3.6,3.4,1.05,11.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,1.8,1.91,2.08,1.73,1.35,3.1,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,251.0
QuBrM6gB,23/07/2023,17:00,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Ameliano,CLAUSURA ,2.25,3.3,2.9,1.05,11.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.73,2.0,2.3,1.6,1.4,2.85,11.0,9.5,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,201.0
SpuPWIPs,23/07/2023,17:10,ARGENTINA - PRIMERA NACIONAL,Almagro,San Martin T.,ROUND 26,3.1,2.8,2.63,1.17,5.0,1.67,2.1,3.1,1.36,7.0,1.1,17.0,1.03,2.5,1.5,2.85,1.4,1.48,2.6,5.0,5.5,11.0,29.0,6.0,6.0,12.0,29.0,13.0,13.0,21.0,51.0,34.0,34.0,51.0,101.0,201.0
fwze7yiQ,23/07/2023,17:30,PERU - LIGA 1,FBC Melgar,Sporting Cristal,CLAUSURA ,2.0,3.6,3.6,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.73,2.0,2.03,1.83,1.3,3.45,11.0,12.0,19.0,41.0,8.0,7.0,12.0,29.0,10.0,9.0,13.0,34.0,17.0,15.0,23.0,41.0,201.0
0dU3cnap,23/07/2023,17:45,COLOMBIA - PRIMERA A,Bucaramanga,Huila,CLAUSURA ,2.15,3.3,3.6,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.08,1.73,1.3,3.45,8.5,10.0,17.0,41.0,7.0,6.0,13.0,29.0,9.5,9.0,15.0,41.0,19.0,19.0,29.0,51.0,301.0
8tljvg0g,23/07/2023,18:00,PANAMA - LPF,Arabe Unido,Alianza,CLAUSURA ,2.27,2.8,3.56,1.12,5.0,1.74,2.07,3.08,1.3,6.5,1.06,13.0,1.02,2.45,1.52,,,,,,,,,,,,,,,,,,,,,
pEiYh3N5,23/07/2023,18:00,VENEZUELA - LIGA FUTVE,Caracas,Dep. Tachira,ROUND 20,2.64,2.97,2.78,1.06,6.75,1.38,2.71,2.29,1.62,3.96,1.19,7.8,1.04,1.87,1.89,,,,,6.5,6.5,10.0,23.0,6.5,5.0,8.5,19.0,10.0,8.0,12.0,31.0,23.0,18.0,31.0,67.0,201.0
QJk6jlg4,23/07/2023,18:00,BRAZIL - SERIE B,Sampaio Correa,Sport Recife,ROUND 19,3.12,3.13,2.42,1.07,6.65,1.51,2.59,2.4,1.49,4.6,1.14,9.2,1.02,2.06,1.73,,,,,7.0,7.0,11.0,26.0,7.5,5.5,10.0,23.0,13.0,11.0,15.0,41.0,31.0,26.0,46.0,101.0,201.0
MiQVAP54,23/07/2023,18:30,BRAZIL - SERIE A,Vasco,Athletico-PR,ROUND 16,3.0,3.3,2.4,1.08,8.0,1.44,2.75,2.3,1.62,4.33,1.22,9.0,1.07,2.0,1.75,2.85,1.4,1.58,2.35,8.0,7.0,11.0,23.0,7.5,6.5,10.0,21.0,13.0,11.0,17.0,34.0,34.0,26.0,41.0,67.0,401.0
zuMxXGTb,23/07/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,Bolivar,The Strongest,ROUND 20,1.85,3.6,3.4,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.57,2.25,1.88,1.93,1.28,3.55,15.0,15.0,21.0,41.0,10.0,7.5,13.0,26.0,11.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,126.0
hvgCX8M5,23/07/2023,18:45,ARGENTINA - LIGA PROFESIONAL,Defensa y Justicia,Sarmiento Junin,ROUND 26,1.83,3.5,4.5,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.95,1.8,1.83,2.03,1.22,4.15,9.0,11.0,21.0,51.0,6.5,6.5,15.0,41.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0
Y75vtvyU,23/07/2023,19:00,DOMINICAN REPUBLIC - LDF,Vega Real,Atletico Pantoja,WINNERS STAGE ,2.4,3.02,3.03,1.08,6.6,1.46,2.45,2.52,1.51,4.65,1.14,10.0,1.02,2.04,1.74,,,,,6.5,7.0,11.0,26.0,6.5,5.0,9.5,23.0,10.0,9.0,13.0,36.0,23.0,21.0,36.0,67.0,67.0
vDbfznlf,23/07/2023,19:00,CHILE - PRIMERA DIVISION,U. Catolica,Coquimbo,ROUND 18,2.3,3.3,3.25,1.05,11.0,1.29,3.5,1.98,1.88,3.25,1.33,6.5,1.11,1.73,2.0,2.2,1.65,1.35,3.1,10.0,10.0,17.0,34.0,8.5,6.0,12.0,26.0,11.0,9.5,13.0,34.0,21.0,19.0,26.0,41.0,201.0
840mLQ8H,23/07/2023,19:30,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,Nacional Asuncion,CLAUSURA ,1.75,3.4,4.2,1.06,9.5,1.3,3.4,2.03,1.78,3.5,1.29,7.0,1.1,1.83,1.83,1.78,2.03,1.21,4.25,9.5,12.0,21.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,301.0
Iio9yZa0,23/07/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Valour,York Utd,-,2.2,3.28,3.13,1.03,8.5,1.3,3.08,2.03,1.77,3.42,1.25,6.6,1.06,1.77,2.0,,,,,8.0,8.0,13.0,29.0,7.0,5.5,9.0,21.0,10.0,8.0,12.0,31.0,19.0,15.0,26.0,61.0,101.0
th7jLkii,23/07/2023,20:00,COLOMBIA - PRIMERA A,Dep. Cali,Santa Fe,CLAUSURA ,2.4,3.2,3.1,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.83,1.83,2.38,1.55,1.4,2.85,8.0,8.5,15.0,29.0,7.5,6.0,11.0,26.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,351.0
nXnfwDFa,23/07/2023,20:15,PANAMA - LPF,Deportivo Universitario,Chiriqui,CLAUSURA ,1.83,3.45,4.11,,,1.29,3.14,1.98,1.81,3.2,1.28,6.15,1.09,1.86,1.9,,,,,,,,,,,,,,,,,,,,,
GYaHdoOt,23/07/2023,20:30,VENEZUELA - LIGA FUTVE,Portuguesa,Hermanos Colmenarez,ROUND 20,1.86,3.22,4.53,1.05,6.95,1.36,2.78,2.21,1.66,3.74,1.21,7.4,1.04,1.97,1.79,,,,,7.0,9.0,18.0,51.0,5.0,5.5,11.0,31.0,7.0,7.0,13.0,46.0,12.0,13.0,26.0,81.0,201.0
O4IYXdEh,23/07/2023,20:30,BOLIVIA - DIVISION PROFESIONAL,Palmaflor,Royal Pari,ROUND 20,1.67,3.5,4.2,1.05,11.0,1.25,3.75,1.88,1.93,3.25,1.33,6.0,1.13,1.83,1.83,1.73,2.08,1.21,4.25,11.0,13.0,23.0,51.0,7.0,7.0,15.0,34.0,8.0,8.5,15.0,41.0,13.0,15.0,26.0,51.0,251.0
MaIsITMI,23/07/2023,21:00,ARGENTINA - LIGA PROFESIONAL,Rosario Central,River Plate,ROUND 26,3.4,3.4,2.2,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.75,2.0,3.1,1.35,1.68,2.15,10.0,8.0,11.0,21.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
beWM6EwI,23/07/2023,22:05,MEXICO - LIGA DE EXPANSION MX,Zacatecas Mineros,Atl. Morelia,APERTURA ,2.65,3.3,2.53,1.01,9.7,1.2,3.84,1.74,2.09,2.64,1.4,4.75,1.13,1.55,2.38,,,,,10.0,8.5,11.0,21.0,8.0,5.5,7.5,15.0,11.0,7.5,9.5,19.0,21.0,14.0,20.0,36.0,201.0
UDwY28yN,23/07/2023,22:10,COLOMBIA - PRIMERA A,Ind. Medellin,Junior,CLAUSURA ,2.2,3.3,3.4,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,2.1,1.7,1.3,3.45,8.0,9.0,17.0,41.0,7.0,6.0,12.0,29.0,9.5,9.5,15.0,41.0,19.0,19.0,34.0,51.0,351.0
