Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
8ji0zBxm,25/07/2023,15:30,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Arsenal Sarandi,ROUND 26,1.91,3.4,4.5,1.11,6.5,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.25,1.57,1.88,1.98,1.22,4.15,6.5,8.5,21.0,51.0,5.0,6.5,17.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,501.0
jFdeyiNt,25/07/2023,18:00,ARGENTINA - LIGA PROFESIONAL,Colon Santa Fe,Tigre,ROUND 26,2.3,3.2,3.3,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.0,1.75,2.3,1.6,1.38,3.0,7.5,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,67.0,451.0
ro5ox8Js,25/07/2023,19:00,CHILE - PRIMERA DIVISION,Nublense,Colo Colo,ROUND 18,3.75,3.3,2.05,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,3.45,1.3,1.75,2.05,9.0,7.0,9.5,19.0,10.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,301.0
nsj4ZUig,25/07/2023,20:30,ARGENTINA - LIGA PROFESIONAL,Instituto,Lanus,ROUND 26,2.75,2.9,2.9,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.1,1.67,2.68,1.45,1.43,2.75,6.0,7.0,12.0,29.0,6.5,5.5,12.0,29.0,12.0,11.0,19.0,41.0,29.0,26.0,41.0,67.0,501.0
hYHRIzDM,25/07/2023,21:30,BRAZIL - COPA DO BRASIL,Corinthians,Sao Paulo,SEMI-FINALS,2.7,3.0,3.0,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.05,1.7,2.68,1.45,1.43,2.75,6.5,7.0,13.0,29.0,6.5,5.5,12.0,29.0,11.0,11.0,17.0,41.0,26.0,26.0,41.0,67.0,501.0
WChtwGHk,25/07/2023,23:00,COSTA RICA - PRIMERA DIVISION,Liberia,Herediano,APERTURA ,4.06,3.68,1.78,1.01,10.0,1.22,3.64,1.8,1.99,2.84,1.35,5.25,1.11,1.7,2.1,,,,,9.0,6.0,7.0,12.0,10.0,6.0,6.5,11.0,19.0,11.0,11.0,18.0,46.0,26.0,36.0,51.0,201.0
llmoxzXe,25/07/2023,23:15,COSTA RICA - PRIMERA DIVISION,Zeledon,Puntarenas FC,APERTURA ,2.34,3.24,2.92,1.03,8.2,1.32,2.98,2.08,1.73,3.56,1.23,6.85,1.06,1.79,1.98,,,,,7.5,7.5,11.0,23.0,6.5,5.0,8.5,19.0,9.5,7.5,11.0,26.0,20.0,17.0,26.0,56.0,201.0
