Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
fRBf4tT8,04/03/2024,00:00,MEXICO - LIGA MX,Club Tijuana,Club Leon,CLAUSURA ,2.2,3.4,3.3,1.4,3.0,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.62,2.2,2.15,1.68,1.35,3.1,12.0,12.0,17.0,34.0,9.5,6.5,12.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
vqaTzItH,04/03/2024,05:00,INDONESIA - LIGA 1,Barito Putera,Bali United,ROUND 27,2.5,3.25,2.62,1.32,3.1,1.01,11.0,1.22,3.45,1.65,1.98,2.55,1.4,4.85,1.13,1.53,2.2,,,,,11.75,10.25,15.0,30.0,10.25,6.5,9.5,20.0,14.5,9.25,11.5,25.0,29.0,19.0,23.0,45.0,250.0
rJSOKug8,04/03/2024,08:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,West Armenia,ROUND 23,1.25,5.2,8.5,1.22,3.75,1.01,13.0,1.15,4.8,1.5,2.45,2.12,1.57,3.65,1.25,2.03,1.75,,,,,16.0,21.0,50.0,175.0,7.2,9.5,22.0,75.0,5.8,7.7,18.0,60.0,6.6,8.75,21.0,70.0,450.0
f9CYLS96,04/03/2024,08:00,INDIA - I-LEAGUE,Sreenidi Deccan,Real Kashmir,ROUND 18,1.72,3.55,4.35,1.35,2.94,1.01,9.8,1.25,3.2,1.8,1.91,2.75,1.34,5.45,1.1,1.7,1.91,,,,,10.75,12.5,25.0,70.0,7.4,7.0,14.0,40.0,8.5,8.0,14.5,45.0,14.0,13.5,24.0,65.0,500.0
lfzF5MbA,04/03/2024,08:00,TURKEY - 1. LIG,Genclerbirligi,Sanliurfaspor,ROUND 25,1.85,3.3,4.0,1.5,2.5,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.8,1.95,1.85,1.26,3.7,9.0,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
jJvpxzgF,04/03/2024,08:30,IRAQ - SUPER LEAGUE,Al-Hudod,Erbil,ROUND 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r7MdQRJj,04/03/2024,08:30,THAILAND - THAI LEAGUE 1,Trat FC,Ratchaburi,ROUND 20,3.65,3.45,1.93,1.39,2.8,1.05,7.7,1.26,3.5,1.8,1.95,2.85,1.37,4.9,1.14,1.7,2.05,,,1.83,1.9,7.7,7.7,9.5,17.0,12.0,6.7,8.25,15.0,21.0,12.0,13.0,24.0,55.0,30.0,32.0,55.0,400.0
M7lYZydN,04/03/2024,09:00,INDONESIA - LIGA 1,Persis Solo,PSM Makassar,ROUND 27,2.45,3.3,2.65,1.42,2.47,10.5,1.01,1.23,3.4,1.7,1.93,2.57,1.39,5.0,1.12,1.55,2.15,,,,,11.75,10.5,15.0,32.0,9.75,6.5,9.75,20.0,13.5,9.25,11.75,25.0,27.0,19.0,24.0,45.0,300.0
fLplxRtE,04/03/2024,10:00,BULGARIA - PARVA LIGA,Arda,Pirin Blagoevgrad,ROUND 23,1.5,4.0,8.0,1.44,2.72,1.06,10.0,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,2.2,1.62,1.48,2.6,1.11,6.6,9.0,15.0,34.0,81.0,6.0,7.5,23.0,51.0,6.0,9.0,21.0,51.0,9.5,13.0,34.0,67.0,201.0
8CrUWftQ,04/03/2024,10:00,NETHERLANDS - EERSTE DIVISIE,Maastricht,Dordrecht,ROUND 28,2.5,4.2,2.4,1.24,3.85,1.01,23.0,1.1,7.0,1.33,3.4,1.83,1.83,3.0,1.36,1.33,3.25,2.43,1.53,1.58,2.35,29.0,17.0,19.0,26.0,17.0,9.5,11.0,17.0,19.0,11.0,11.0,17.0,29.0,17.0,19.0,26.0,67.0
nX23XJxD,04/03/2024,10:30,UZBEKISTAN - SUPER LEAGUE,Termez Surkhon,Pakhtakor,ROUND 1,4.75,3.4,1.7,1.45,2.37,1.04,7.8,1.36,2.7,2.02,1.62,3.35,1.23,7.4,1.04,1.98,1.65,,,,,8.25,5.8,7.2,13.0,11.25,6.7,8.25,15.0,26.0,16.0,18.0,32.0,90.0,55.0,60.0,100.0,
OrHxLnPC,04/03/2024,10:30,INDIA - I-LEAGUE,Churchill Brothers,Lajong,ROUND 18,2.1,3.25,3.25,1.36,2.88,1.01,9.3,1.25,3.2,1.8,1.91,2.72,1.34,5.35,1.1,1.62,2.05,,,,,10.5,10.25,17.5,45.0,8.5,6.4,11.25,28.0,11.25,8.5,12.5,32.0,21.0,16.0,23.0,50.0,350.0
zNd5Y1nI,04/03/2024,11:00,INDIA - ISL,Hyderabad,North East Utd,-,5.5,4.2,1.5,1.36,2.9,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.83,1.83,5.75,1.14,2.5,1.5,13.0,7.5,7.5,11.0,17.0,8.5,8.5,12.0,34.0,19.0,17.0,26.0,67.0,41.0,41.0,51.0,251.0
