Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
2TxS5gEi,11/06/2024,15:00,URUGUAY - PRIMERA DIVISION,Rampla Juniors,Boston River,TORNEO INTERMEDIO ,3.2,3.3,2.1,1.93,1.88,1.73,2.0
UgDqVzPk,11/06/2024,19:00,BRAZIL - SERIE A,Atletico GO,Corinthians,ROUND 8,2.55,3.1,2.9,2.6,1.48,2.1,1.67
CI2lUfvd,11/06/2024,19:00,BRAZIL - SERIE A,Juventude,Vitoria,ROUND 8,2.05,3.1,4.1,2.5,1.5,2.1,1.67
tUvMofCS,11/06/2024,19:00,BRAZIL - SERIE B,Mirassol,Goias,ROUND 9,2.2,3.1,3.5,2.5,1.5,2.1,1.67
xdY4xJWF,11/06/2024,20:00,BRAZIL - SERIE A,Botafogo RJ,Fluminense,ROUND 8,2.0,3.4,3.75,2.1,1.7,1.91,1.91
bBMDzc1S,11/06/2024,21:30,BRAZIL - SERIE A,Bragantino,Atletico-MG,ROUND 8,2.38,3.2,3.1,2.25,1.62,1.95,1.8
