Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
MVrBYNSR,16/08/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Dorados de Sinaloa,Zacatecas Mineros,APERTURA ,3.98,4.1,1.74,1.23,3.9,1.01,14.8,1.1,5.35,1.41,2.6,2.13,1.71,3.34,1.26,1.44,2.7,,,,,15.0,9.0,9.5,14.0,14.0,6.5,6.5,10.0,19.0,10.0,8.5,13.0,41.0,21.0,20.0,26.0,126.0
4j2MArbN,16/08/2023,12:15,IRAN - PERSIAN GULF PRO LEAGUE,Tractor,Persepolis,ROUND 2,4.56,3.3,1.8,1.51,2.39,1.06,6.8,1.47,2.64,2.32,1.51,4.45,1.15,8.8,1.02,2.14,1.67,,,,,5.5,4.5,6.5,12.0,8.5,5.5,7.5,14.0,18.0,13.0,15.0,31.0,61.0,46.0,67.0,101.0,201.0
h0dMG2AM,16/08/2023,12:30,QATAR - QSL,Al Wakra,Muaither SC,ROUND 1,1.6,4.2,4.84,1.29,3.4,1.01,14.0,1.16,4.33,1.62,2.29,2.42,1.47,4.25,1.17,1.63,2.22,,,,,13.0,15.0,26.0,61.0,7.0,6.5,13.0,31.0,7.0,6.5,11.0,31.0,10.0,9.0,15.0,41.0,201.0
Ig6Q92DT,16/08/2023,13:00,IRAN - PERSIAN GULF PRO LEAGUE,Shams Azar Qazvin,Havadar SC,ROUND 2,3.84,2.83,2.15,1.61,2.18,1.09,5.6,1.53,2.46,2.51,1.44,4.75,1.13,9.5,1.01,2.12,1.69,,,,,5.0,5.0,7.5,15.0,7.0,5.0,8.0,19.0,13.0,11.0,15.0,36.0,41.0,36.0,56.0,101.0,201.0
lbrwBC93,16/08/2023,13:30,IRAN - PERSIAN GULF PRO LEAGUE,Mes Rafsanjan,Nassaji Mazandaran,ROUND 2,2.25,2.93,3.41,1.61,2.18,1.09,5.7,1.61,2.28,2.71,1.38,5.5,1.1,9.5,1.02,2.23,1.62,,,,,5.0,6.5,12.0,34.0,5.0,5.0,10.0,31.0,8.0,8.0,15.0,51.0,21.0,21.0,41.0,101.0,201.0
fkbXV8XC,16/08/2023,14:00,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,Torreense,ROUND 1,1.73,3.5,4.5,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.83,1.83,1.75,2.05,1.21,4.25,9.5,12.0,23.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,29.0,51.0,301.0
zPoRFMPS,16/08/2023,14:30,QATAR - QSL,Al Arabi,Shamal,ROUND 1,1.32,5.2,8.35,1.27,3.54,1.01,14.7,1.14,4.55,1.57,2.4,2.32,1.51,3.96,1.19,1.84,1.92,,,,,14.0,23.0,46.0,151.0,6.5,8.5,21.0,67.0,5.5,6.5,15.0,71.0,7.0,8.0,17.0,61.0,201.0
EPid4tyi,16/08/2023,14:30,IRAN - PERSIAN GULF PRO LEAGUE,Zob Ahan,Sepahan,ROUND 2,5.38,3.44,1.66,1.51,2.39,1.06,6.8,1.43,2.54,2.42,1.55,4.45,1.15,8.8,1.02,2.23,1.62,,,,,6.0,4.5,5.5,9.5,10.0,6.0,7.0,13.0,23.0,15.0,17.0,31.0,91.0,61.0,81.0,126.0,201.0
21nsAWO9,16/08/2023,15:00,IRAN - PERSIAN GULF PRO LEAGUE,Foolad,Sanat Naft,ROUND 2,1.94,2.96,4.43,1.64,2.13,1.1,5.35,1.67,2.18,2.91,1.33,5.95,1.08,10.5,1.01,2.45,1.52,,,,,4.5,7.0,15.0,51.0,4.5,5.0,13.0,46.0,7.0,8.0,18.0,71.0,15.0,20.0,46.0,151.0,201.0
jNnggXxC,16/08/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Nueva Chicago,San Martin S.J.,ROUND 29,2.1,3.0,4.0,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,2.05,1.75,1.26,3.7,6.0,8.0,19.0,41.0,5.5,6.0,15.0,41.0,8.0,10.0,21.0,51.0,19.0,21.0,41.0,81.0,201.0
8bclfDN5,16/08/2023,17:00,ARGENTINA - PRIMERA NACIONAL,San Martin T.,Defensores Unidos,ROUND 29,1.62,3.5,6.5,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.75,1.4,1.6,2.3,1.13,5.9,6.0,10.0,29.0,81.0,4.33,7.5,23.0,67.0,6.0,10.0,29.0,81.0,11.0,19.0,51.0,151.0,201.0
lKwMPDPt,16/08/2023,17:15,PERU - LIGA 1,ADT Tarma,U. de Deportes,CLAUSURA ,3.0,3.2,2.4,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.85,1.4,1.58,2.35,9.0,8.0,11.0,23.0,9.0,6.0,10.0,21.0,15.0,11.0,15.0,29.0,29.0,26.0,34.0,51.0,251.0
A7HPnDVo,16/08/2023,17:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Moron,Club A. Guemes,ROUND 29,1.83,3.5,4.33,1.57,2.25,1.11,6.5,1.53,2.38,2.6,1.48,5.5,1.14,13.0,1.04,2.38,1.53,1.83,2.03,1.21,4.25,6.5,8.5,21.0,51.0,5.0,7.0,17.0,41.0,7.0,9.5,23.0,51.0,15.0,19.0,41.0,101.0,201.0
bkaWCK5i,16/08/2023,18:00,DOMINICAN REPUBLIC - LDF,Vega Real,Universidad O&M,WINNERS STAGE ,2.31,3.04,3.15,1.53,2.34,1.06,7.2,1.46,2.45,2.52,1.51,4.65,1.14,10.0,1.02,2.04,1.74,,,,,6.0,7.5,13.0,36.0,6.0,5.5,11.0,26.0,9.0,8.5,13.0,46.0,17.0,17.0,31.0,67.0,67.0
rsHqkHDp,16/08/2023,18:00,DOMINICAN REPUBLIC - LDF,Moca,Atlantico,WINNERS STAGE ,2.03,3.16,3.71,1.51,2.39,1.06,7.5,1.43,2.54,2.42,1.55,4.45,1.15,9.0,1.03,2.04,1.74,,,,,6.5,9.5,19.0,67.0,5.0,6.0,13.0,41.0,7.0,7.5,15.0,61.0,13.0,15.0,31.0,67.0,67.0
jaMC9V3B,16/08/2023,18:30,ECUADOR - LIGA PRO,Mushuc Runa,Guayaquil City,SECOND STAGE ,1.7,4.0,4.5,1.36,3.0,1.04,13.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.83,1.83,1.7,2.1,1.22,4.15,11.0,12.0,23.0,51.0,7.0,7.5,15.0,34.0,8.0,8.5,17.0,41.0,13.0,13.0,26.0,51.0,251.0
neHVHfSS,16/08/2023,19:30,BRAZIL - COPA DO BRASIL,Sao Paulo,Corinthians,SEMI-FINALS,1.73,3.4,5.5,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,5.0,1.17,11.0,1.05,2.2,1.62,1.68,2.15,1.16,5.25,7.0,11.0,26.0,51.0,5.0,6.5,19.0,51.0,7.5,8.5,21.0,51.0,13.0,17.0,34.0,81.0,201.0
SAxQOXvm,16/08/2023,19:30,PERU - LIGA 1,Carlos Mannucci,Cusco,CLAUSURA ,2.2,3.2,3.25,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.25,1.63,1.35,3.1,8.5,9.0,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,301.0
dpLmlyTj,16/08/2023,20:00,DOMINICAN REPUBLIC - LDF,Cibao,Atletico Pantoja,WINNERS STAGE ,1.62,3.64,5.32,1.44,2.59,1.05,8.0,1.35,2.84,2.16,1.68,3.74,1.21,8.0,1.05,2.07,1.72,,,,,7.5,12.0,29.0,67.0,5.0,6.5,17.0,67.0,5.5,7.5,17.0,67.0,9.5,12.0,31.0,67.0,67.0
8MgNNifg,16/08/2023,20:00,PERU - LIGA 1,Deportivo Garcilaso,Sport Boys,CLAUSURA ,1.4,4.5,7.5,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,2.0,1.73,1.4,2.85,1.11,6.6,12.0,17.0,34.0,81.0,7.0,8.5,21.0,51.0,6.5,8.5,21.0,51.0,9.0,12.0,29.0,67.0,351.0
rZlxUsyq,16/08/2023,20:05,MEXICO - LIGA DE EXPANSION MX,Atlante,Atletico La Paz,APERTURA ,1.4,4.55,7.4,1.34,3.1,10.2,1.05,1.22,3.65,1.78,2.03,2.79,1.36,5.1,1.11,1.95,1.81,,,,,11.0,15.0,36.0,101.0,6.0,7.0,17.0,51.0,5.5,6.0,14.0,56.0,7.5,9.5,18.0,67.0,201.0
UcDJ1EqN,16/08/2023,21:00,HONDURAS - LIGA NACIONAL,Real Sociedad,Olimpia,APERTURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwfkQ9Bi,16/08/2023,21:00,ECUADOR - LIGA PRO,Orense,Gualaceo,SECOND STAGE ,1.75,3.6,4.75,1.4,2.75,1.06,10.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.83,1.83,1.73,2.08,1.2,4.4,10.0,12.0,23.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,26.0,51.0,251.0
Kn0EYp8e,16/08/2023,21:30,BRAZIL - COPA DO BRASIL,Flamengo RJ,Gremio,SEMI-FINALS,1.95,3.75,3.75,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.75,2.0,1.95,1.9,1.3,3.45,11.0,11.0,17.0,41.0,7.5,7.0,13.0,26.0,9.5,8.5,15.0,34.0,17.0,15.0,26.0,51.0,251.0
2PCW69tB,16/08/2023,22:00,USA - USL CHAMPIONSHIP,San Antonio,Rio Grande,-,1.6,3.94,4.98,1.33,3.04,10.5,1.05,1.21,3.74,1.76,2.04,2.75,1.37,5.05,1.12,1.75,2.03,,,,,10.0,13.0,26.0,76.0,6.0,6.5,14.0,41.0,6.0,6.5,12.0,46.0,9.0,10.0,18.0,56.0,201.0
nDhRMB9a,16/08/2023,22:30,PERU - LIGA 1,Alianza Lima,Sport Huancayo,CLAUSURA ,1.53,4.0,6.0,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,2.0,1.73,1.53,2.43,1.14,5.75,10.0,15.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.5,19.0,51.0,11.0,13.0,29.0,67.0,351.0
OYDS7kR4,16/08/2023,23:00,USA - USL CHAMPIONSHIP,Orange County SC,Pittsburgh,-,2.63,3.26,2.51,1.41,2.69,1.03,8.5,1.3,3.08,2.03,1.77,3.42,1.25,6.6,1.06,1.75,2.03,,,,,8.0,7.5,10.0,21.0,7.5,5.0,8.0,15.0,11.0,8.0,10.0,21.0,23.0,17.0,23.0,46.0,201.0
