,Date,League,Home,Away,Goals_H,Goals_A,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay
1860,2024-01-30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Lanus,Newells Old Boys,0,2,2.44,2.74,3.45,4.3,2.74,2.96
1861,2024-01-30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Velez Sarsfield,Independiente,0,1,2.46,2.64,3.6,4.0,2.8,3.05
1862,2024-01-30,MEXICO - LIGA MX,Cruz Azul,Club Tijuana,1,0,1.7,1.8,4.7,5.5,3.8,4.3
1863,2024-01-30,MEXICO - LIGA MX,Mazatlan FC,Club Leon,2,2,3.0,3.4,2.2,2.44,3.65,3.95
1864,2024-01-31,MEXICO - LIGA MX,Santos Laguna,Puebla,3,0,1.81,1.85,4.4,4.7,4.2,4.5
1865,2024-01-31,MEXICO - LIGA MX,Guadalajara Chivas,Toluca,3,2,2.18,2.22,3.55,3.7,3.7,3.85
1866,2024-01-31,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Eupen,1,0,1.7,1.76,5.2,5.7,4.0,4.3
1867,2024-01-31,BELGIUM - JUPILER PRO LEAGUE,Leuven,Genk,2,1,4.7,5.2,1.69,1.75,4.6,4.8
1868,2024-01-31,SPAIN - LALIGA,Barcelona,Osasuna,1,0,1.36,1.37,10.0,10.5,5.9,6.0
1869,2024-01-31,PORTUGAL - LIGA PORTUGAL,Rio Ave,Estoril,1,1,2.3,2.36,3.35,3.55,3.5,3.65
1870,2024-01-31,ENGLAND - PREMIER LEAGUE,Manchester City,Burnley,3,1,1.12,1.13,30.0,32.0,13.0,14.0
1871,2024-01-31,ENGLAND - PREMIER LEAGUE,Tottenham,Brentford,3,2,1.69,1.7,5.1,5.3,4.6,4.7
1872,2024-01-31,SWITZERLAND - SUPER LEAGUE,Lugano,Grasshoppers,0,0,1.83,1.89,4.5,4.6,4.0,4.3
1873,2024-01-31,SWITZERLAND - SUPER LEAGUE,St. Gallen,Servette,0,2,2.1,2.2,3.3,3.5,4.1,4.3
1874,2024-01-31,SWITZERLAND - SUPER LEAGUE,Zurich,Lausanne,2,2,1.82,1.89,4.5,4.8,3.8,4.1
1875,2024-01-31,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Watford,0,0,2.84,2.86,2.76,2.78,3.45,3.5
1876,2024-01-31,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,RWDM,3,2,1.2,1.23,16.0,18.5,7.8,10.0
1877,2024-01-31,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Antwerp,0,1,4.0,4.2,1.96,2.04,3.9,4.0
1878,2024-01-31,SPAIN - LALIGA,Atl. Madrid,Rayo Vallecano,2,1,1.54,1.55,7.2,7.4,4.7,4.8
1879,2024-01-31,ENGLAND - PREMIER LEAGUE,Liverpool,Chelsea,4,1,1.61,1.62,5.6,5.7,4.9,5.0
1880,2024-01-31,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Defensa y Justicia,Platense,3,0,2.14,2.28,4.0,4.7,2.9,3.15
1881,2024-01-31,PORTUGAL - LIGA PORTUGAL,Braga,Chaves,1,1,1.24,1.26,12.5,15.0,7.6,8.0
1882,2024-01-31,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Belgrano,San Lorenzo,1,1,2.44,2.6,3.7,4.0,2.8,2.92
1883,2024-01-31,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Racing Club,Tigre,3,0,1.87,2.02,4.7,5.8,3.2,3.45
1884,2024-01-31,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Barracas Central,River Plate,0,2,6.4,8.4,1.56,1.64,3.8,4.4
1885,2024-01-31,MEXICO - LIGA MX,Pachuca,Atlas,4,3,1.89,2.12,4.0,5.0,3.2,4.5
1886,2024-02-01,MEXICO - LIGA MX,U.N.A.M.- Pumas,Necaxa,2,2,1.62,1.68,5.7,6.6,4.1,4.5
1887,2024-02-01,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,Anderlecht,2,2,3.6,3.85,2.16,2.26,3.6,3.8
1888,2024-02-01,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Gent,4,1,3.75,4.0,2.04,2.14,3.7,3.8
1889,2024-02-01,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Luzern,0,3,2.96,3.25,2.24,2.44,3.7,4.1
1890,2024-02-01,ENGLAND - PREMIER LEAGUE,West Ham,Bournemouth,1,1,2.52,2.54,2.92,2.94,3.8,3.85
1891,2024-02-01,SPAIN - LALIGA,Getafe,Real Madrid,0,2,7.2,7.4,1.58,1.59,4.2,4.4
1892,2024-02-01,ENGLAND - PREMIER LEAGUE,Wolves,Manchester Utd,3,4,2.84,2.86,2.68,2.7,3.6,3.65
1893,2024-02-01,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Boca Juniors,Sarmiento Junin,1,1,1.64,1.69,6.0,7.2,3.75,4.1
1894,2024-02-01,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Central Cordoba,Godoy Cruz,0,2,3.5,3.8,2.38,2.54,2.9,3.15
1895,2024-02-01,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Union de Santa Fe,Estudiantes L.P.,0,1,2.9,3.65,2.72,3.35,2.8,3.35
1896,2024-02-02,AUSTRALIA - A-LEAGUE,Brisbane Roar,Wellington Phoenix,1,1,2.4,2.44,2.9,2.96,4.1,4.2
1897,2024-02-02,AUSTRALIA - A-LEAGUE,Perth Glory,Melbourne City,4,2,3.9,3.95,1.89,1.91,4.4,4.6
1898,2024-02-02,TURKEY - SUPER LIG,Ankaragucu,Sivasspor,0,0,2.16,2.22,3.8,3.95,3.4,3.6
1899,2024-02-02,TURKEY - SUPER LIG,Hatayspor,Karagumruk,3,1,2.4,2.48,3.2,3.3,3.5,3.6
1900,2024-02-02,ROMANIA - LIGA 1,FC Botosani,Poli Iasi,2,1,2.44,2.72,2.96,3.35,2.98,3.4
1901,2024-02-02,CROATIA - HNL,Lok. Zagreb,Varazdin,0,0,2.04,2.16,4.0,4.5,3.5,3.9
1902,2024-02-02,TURKEY - SUPER LIG,Samsunspor,Galatasaray,0,2,5.9,6.4,1.62,1.64,4.4,4.7
1903,2024-02-02,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Wehen,2,2,1.75,1.81,4.6,4.9,4.3,4.5
1904,2024-02-02,GERMANY - 2. BUNDESLIGA,Magdeburg,Holstein Kiel,1,1,2.32,2.4,3.0,3.15,4.0,4.1
1905,2024-02-02,GERMANY - 3. LIGA,Dortmund II,Saarbrucken,1,1,3.3,3.5,2.22,2.36,3.45,3.75
1906,2024-02-02,ROMANIA - LIGA 1,U Craiova 1948,Din. Bucuresti,2,1,1.92,2.08,4.2,4.7,3.25,4.3
1907,2024-02-02,FRANCE - NATIONAL,Avranches,Dijon,1,4,2.88,3.25,2.44,2.74,3.35,3.7
1908,2024-02-02,FRANCE - NATIONAL,Chateauroux,Marignane,3,0,1.75,1.9,5.3,6.4,3.3,3.75
1909,2024-02-02,FRANCE - NATIONAL,Le Mans,Nimes,0,0,1.88,1.99,4.4,5.2,3.45,3.75
1910,2024-02-02,FRANCE - NATIONAL,Martigues,Orleans,1,1,2.12,2.32,3.9,4.5,3.0,3.4
1911,2024-02-02,FRANCE - NATIONAL,Nancy,Cholet,1,0,1.78,1.9,5.1,6.0,3.3,3.8
1912,2024-02-02,FRANCE - NATIONAL,Rouen,Versailles,1,2,2.28,2.56,3.35,3.85,3.05,3.35
1913,2024-02-02,FRANCE - NATIONAL,Sochaux,Red Star,2,2,2.34,2.84,2.96,3.65,2.96,3.75
1914,2024-02-02,FRANCE - NATIONAL,Villefranche,Niort,0,4,2.16,2.4,3.5,4.1,2.98,3.6
1915,2024-02-02,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Wil,3,2,2.44,2.76,2.62,2.98,3.3,3.9
1916,2024-02-02,PORTUGAL - LIGA PORTUGAL 2,Vilaverdense,Santa Clara,1,1,5.7,6.6,1.59,1.68,4.0,4.5
1917,2024-02-02,BELGIUM - CHALLENGER PRO LEAGUE,Club Brugge KV U23,Deinze,0,1,4.2,5.0,1.71,1.87,3.75,5.6
1918,2024-02-02,BELGIUM - CHALLENGER PRO LEAGUE,St. Liege U23,Anderlecht U23,0,1,3.5,5.0,1.74,2.14,3.55,5.6
1919,2024-02-02,HUNGARY - OTP BANK LIGA,MTK Budapest,Ujpest,3,0,2.4,2.52,3.05,3.15,3.6,3.95
1920,2024-02-02,NETHERLANDS - EERSTE DIVISIE,Den Bosch,Helmond,0,0,2.64,2.72,2.8,2.86,3.65,3.8
1921,2024-02-02,NETHERLANDS - EERSTE DIVISIE,Dordrecht,Groningen,1,0,3.6,3.7,2.04,2.06,4.1,4.4
1922,2024-02-02,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Eindhoven FC,1,1,1.69,1.79,4.6,5.3,3.85,4.6
1923,2024-02-02,NETHERLANDS - EERSTE DIVISIE,Maastricht,Telstar,6,1,2.28,2.5,2.94,3.35,3.6,4.2
1924,2024-02-02,NETHERLANDS - EERSTE DIVISIE,Oss,Den Haag,1,3,5.1,7.4,1.52,1.66,4.2,5.6
1925,2024-02-02,NETHERLANDS - EERSTE DIVISIE,Venlo,Jong PSV,3,2,1.71,1.83,4.4,5.0,4.2,4.8
1926,2024-02-02,NETHERLANDS - EERSTE DIVISIE,Willem II,Cambuur,1,1,1.88,1.93,3.85,4.1,4.0,4.5
1927,2024-02-02,NETHERLANDS - EREDIVISIE,Almere City,Excelsior,2,1,2.12,2.14,3.85,3.9,3.7,3.75
1928,2024-02-02,SWITZERLAND - CHALLENGE LEAGUE,Sion,Aarau,2,0,1.57,1.88,4.5,6.4,3.7,5.2
1929,2024-02-02,SWITZERLAND - CHALLENGE LEAGUE,Thun,Stade Nyonnais,4,1,1.64,1.76,4.8,5.6,4.2,4.9
1930,2024-02-02,GERMANY - BUNDESLIGA,Heidenheim,Dortmund,0,0,4.3,4.4,1.82,1.84,4.5,4.6
1931,2024-02-02,ITALY - SERIE B,Palermo,Bari,3,0,1.87,1.94,4.6,5.1,3.6,3.75
1932,2024-02-02,SPAIN - LALIGA2,Elche,Burgos CF,2,0,1.94,1.95,5.2,5.9,3.2,3.35
1933,2024-02-02,ITALY - SERIE A,Lecce,Fiorentina,3,2,4.0,4.1,2.18,2.2,3.4,3.45
1934,2024-02-02,SPAIN - LALIGA,Ath Bilbao,Mallorca,4,0,1.6,1.61,7.6,7.8,4.0,4.1
1935,2024-02-02,ENGLAND - CHAMPIONSHIP,Bristol City,Leeds,0,1,5.4,5.5,1.76,1.77,4.0,4.1
1936,2024-02-02,PORTUGAL - LIGA PORTUGAL 2,Mafra,Os Belenenses,1,1,1.67,1.84,5.1,6.8,3.55,4.6
1937,2024-02-02,MEXICO - LIGA MX,Queretaro,Cruz Azul,1,3,3.35,3.65,2.24,2.38,3.35,3.55
1938,2024-02-03,MEXICO - LIGA MX,Puebla,Mazatlan FC,3,2,2.02,2.08,3.75,3.95,3.9,4.0
1939,2024-02-03,AUSTRALIA - A-LEAGUE,Western United,Sydney FC,2,2,3.9,4.1,1.87,1.9,4.5,4.7
1940,2024-02-03,AUSTRALIA - A-LEAGUE,Newcastle Jets,Melbourne Victory,1,1,3.85,4.1,1.96,2.02,4.1,4.3
1941,2024-02-03,AUSTRALIA - A-LEAGUE,Adelaide United,Central Coast Mariners,0,4,2.64,2.68,2.54,2.56,4.2,4.4
1942,2024-02-03,TURKEY - 1. LIG,Keciorengucu,Boluspor,1,2,2.42,2.72,3.05,3.45,3.05,3.65
1943,2024-02-03,TURKEY - SUPER LIG,Rizespor,Konyaspor,0,0,1.87,1.88,5.0,5.3,3.65,3.8
1944,2024-02-03,PORTUGAL - LIGA PORTUGAL 2,Leiria,FC Porto B,1,1,2.48,2.9,2.92,3.3,3.05,3.45
1945,2024-02-03,HUNGARY - OTP BANK LIGA,Zalaegerszegi,MOL Fehervar,3,1,2.26,2.36,3.15,3.35,3.6,4.1
1946,2024-02-03,GERMANY - 2. BUNDESLIGA,Nurnberg,VfL Osnabruck,2,2,1.82,1.84,4.6,4.7,4.2,4.3
1947,2024-02-03,GERMANY - 2. BUNDESLIGA,Schalke,Braunschweig,1,0,1.94,1.98,4.0,4.3,4.0,4.1
1948,2024-02-03,GERMANY - 2. BUNDESLIGA,St. Pauli,Greuther Furth,3,2,1.72,1.78,5.1,5.5,4.1,4.2
1949,2024-02-03,ENGLAND - LEAGUE ONE,Oxford Utd,Reading,1,1,1.9,1.92,4.5,4.7,3.85,3.9
1950,2024-02-03,ENGLAND - PREMIER LEAGUE,Everton,Tottenham,2,2,3.2,3.25,2.32,2.34,3.8,3.85
1951,2024-02-03,SCOTLAND - PREMIERSHIP,Aberdeen,Celtic,1,1,9.6,11.0,1.38,1.39,5.6,5.8
1952,2024-02-03,ENGLAND - LEAGUE TWO,Newport,Swindon,2,1,2.02,2.04,3.75,3.85,4.0,4.1
1953,2024-02-03,GERMANY - 3. LIGA,Aue,Munich 1860,0,0,2.32,2.46,3.15,3.45,3.35,3.6
1954,2024-02-03,GERMANY - 3. LIGA,Lubeck,Ulm,1,1,3.6,4.0,2.1,2.24,3.5,3.85
1955,2024-02-03,GERMANY - 3. LIGA,RW Essen,Freiburg II,4,3,1.52,1.56,7.2,8.2,4.3,4.7
1956,2024-02-03,GERMANY - 3. LIGA,Sandhausen,Hallescher,1,1,1.98,2.04,3.8,4.1,4.0,4.3
1957,2024-02-03,GERMANY - 3. LIGA,Unterhaching,Verl,1,0,2.52,2.86,2.6,3.1,3.3,4.2
1958,2024-02-03,ITALY - SERIE B,Brescia,Cittadella,2,0,2.62,2.72,3.3,3.5,3.0,3.05
1959,2024-02-03,ITALY - SERIE B,Cosenza,Pisa,1,1,2.5,2.64,3.4,3.7,2.98,3.1
1960,2024-02-03,ITALY - SERIE B,Parma,Venezia,2,1,2.08,2.14,3.9,4.2,3.45,3.6
1961,2024-02-03,ITALY - SERIE B,Reggiana,FeralpiSalo,1,1,2.22,2.34,3.8,4.1,3.15,3.3
1962,2024-02-03,ITALY - SERIE B,Spezia,Catanzaro,1,1,2.46,2.54,3.15,3.3,3.35,3.45
1963,2024-02-03,SPAIN - LALIGA,Valencia,Almeria,2,1,1.69,1.7,6.0,6.2,4.0,4.1
1964,2024-02-03,SPAIN - LALIGA2,Albacete,FC Cartagena SAD,1,1,1.79,1.82,5.7,6.0,3.6,3.75
1965,2024-02-03,TURKEY - 1. LIG,Kocaelispor,Adanaspor AS,1,0,1.52,1.64,6.6,8.4,4.1,4.7
1966,2024-02-03,TURKEY - SUPER LIG,Basaksehir,Istanbulspor AS,2,0,1.59,1.61,6.2,6.6,4.6,4.8
1967,2024-02-03,WALES - CYMRU PREMIER,Barry,Pontypridd,0,3,1.45,5.0,1.67,8.6,1.9,32.0
1968,2024-02-03,CROATIA - HNL,Slaven Belupo,Rudes,4,0,1.68,1.77,5.2,6.4,4.1,4.3
1969,2024-02-03,HUNGARY - OTP BANK LIGA,Kisvarda,Ferencvaros,1,3,6.2,7.6,1.52,1.6,4.3,5.0
1970,2024-02-03,ITALY - SERIE A,Empoli,Genoa,0,0,3.1,3.15,2.7,2.74,3.15,3.2
1971,2024-02-03,ITALY - SERIE A,Udinese,Monza,0,0,2.34,2.36,3.5,3.55,3.45,3.5
1972,2024-02-03,PORTUGAL - LIGA PORTUGAL 2,Torreense,AVS,2,1,3.05,3.35,2.56,2.78,3.05,3.35
1973,2024-02-03,FRANCE - LIGUE 2,Dunkerque,St Etienne,1,0,3.55,3.8,2.22,2.32,3.4,3.5
1974,2024-02-03,GERMANY - BUNDESLIGA,Bayern Munich,B. Monchengladbach,3,1,1.18,1.19,19.0,19.5,9.6,10.0
1975,2024-02-03,GERMANY - BUNDESLIGA,Bochum,Augsburg,1,1,2.28,2.32,3.4,3.45,3.65,3.7
1976,2024-02-03,GERMANY - BUNDESLIGA,Darmstadt,Bayer Leverkusen,0,2,11.0,12.0,1.29,1.3,7.0,7.2
1977,2024-02-03,GERMANY - BUNDESLIGA,Freiburg,Stuttgart,1,3,3.25,3.3,2.28,2.3,3.85,3.9
1978,2024-02-03,GERMANY - BUNDESLIGA,Mainz,Werder Bremen,0,1,2.16,2.18,3.75,3.8,3.6,3.65
1979,2024-02-03,BELGIUM - CHALLENGER PRO LEAGUE,Lierse K.,Oostende,1,2,2.82,3.5,2.28,2.58,3.55,4.5
1980,2024-02-03,ENGLAND - CHAMPIONSHIP,Blackburn,QPR,1,2,2.02,2.04,4.2,4.3,3.7,3.75
1981,2024-02-03,ENGLAND - CHAMPIONSHIP,Huddersfield,Sheffield Wed,4,0,2.56,2.58,3.0,3.05,3.5,3.55
1982,2024-02-03,ENGLAND - CHAMPIONSHIP,Hull,Millwall,1,0,2.08,2.1,4.1,4.2,3.55,3.6
1983,2024-02-03,ENGLAND - CHAMPIONSHIP,Norwich,Coventry,2,1,2.58,2.62,2.92,2.96,3.65,3.7
1984,2024-02-03,ENGLAND - CHAMPIONSHIP,Preston,Ipswich,3,2,4.0,4.1,2.08,2.1,3.6,3.65
1985,2024-02-03,ENGLAND - CHAMPIONSHIP,Rotherham,Southampton,0,2,10.5,11.0,1.35,1.36,6.0,6.2
1986,2024-02-03,ENGLAND - CHAMPIONSHIP,Stoke,Leicester,0,5,4.5,4.6,1.9,1.91,3.9,3.95
1987,2024-02-03,ENGLAND - CHAMPIONSHIP,Swansea,Plymouth,0,1,2.06,2.1,3.7,3.75,4.0,4.1
1988,2024-02-03,ENGLAND - CHAMPIONSHIP,Watford,Cardiff,0,1,1.86,1.89,4.7,4.9,3.8,3.85
1989,2024-02-03,ENGLAND - CHAMPIONSHIP,West Brom,Birmingham,1,0,1.74,1.75,5.3,5.4,4.1,4.2
1990,2024-02-03,ROMANIA - LIGA 1,Petrolul,CFR Cluj,1,2,3.95,4.5,2.12,2.18,3.25,3.55
1991,2024-02-03,BELGIUM - JUPILER PRO LEAGUE,RWDM,St. Liege,2,2,3.0,3.35,2.42,2.6,3.35,3.65
1992,2024-02-03,ENGLAND - LEAGUE ONE,Bolton,Barnsley,1,1,1.95,1.96,4.4,4.5,3.75,3.85
1993,2024-02-03,ENGLAND - LEAGUE ONE,Burton,Lincoln,0,1,3.15,3.2,2.54,2.58,3.3,3.4
1994,2024-02-03,ENGLAND - LEAGUE ONE,Charlton,Derby,0,1,3.85,4.0,2.02,2.04,3.9,3.95
1995,2024-02-03,ENGLAND - LEAGUE ONE,Cheltenham,Wycombe,1,3,2.68,2.7,2.86,2.88,3.5,3.55
1996,2024-02-03,ENGLAND - LEAGUE ONE,Exeter,Bristol Rovers,0,1,3.0,3.05,2.58,2.62,3.5,3.55
1997,2024-02-03,ENGLAND - LEAGUE ONE,Fleetwood,Port Vale,3,0,3.05,3.15,2.48,2.5,3.6,3.7
1998,2024-02-03,ENGLAND - LEAGUE ONE,Leyton Orient,Carlisle,3,2,1.7,1.72,6.0,6.2,3.85,4.0
1999,2024-02-03,ENGLAND - LEAGUE ONE,Peterborough,Wigan,2,3,1.49,1.53,7.4,7.6,4.7,5.0
2000,2024-02-03,ENGLAND - LEAGUE ONE,Portsmouth,Northampton,4,1,1.54,1.55,7.4,7.8,4.5,4.7
2001,2024-02-03,ENGLAND - LEAGUE ONE,Shrewsbury,Cambridge Utd,1,2,2.66,2.7,3.1,3.15,3.25,3.3
2002,2024-02-03,ENGLAND - LEAGUE ONE,Stevenage,Blackpool,1,0,2.44,2.46,3.25,3.35,3.4,3.45
2003,2024-02-03,ENGLAND - LEAGUE TWO,Accrington,Grimsby,0,0,2.1,2.14,3.5,3.6,4.0,4.2
2004,2024-02-03,ENGLAND - LEAGUE TWO,Barrow,MK Dons,1,0,2.46,2.56,3.15,3.25,3.4,3.5
2005,2024-02-03,ENGLAND - LEAGUE TWO,Bradford City,AFC Wimbledon,0,0,2.5,2.6,3.05,3.25,3.35,3.5
2006,2024-02-03,ENGLAND - LEAGUE TWO,Colchester,Forest Green,3,3,2.26,2.34,3.25,3.45,3.75,3.9
2007,2024-02-03,ENGLAND - LEAGUE TWO,Crawley,Morecambe,1,2,2.1,2.12,3.55,3.6,3.95,4.0
2008,2024-02-03,ENGLAND - LEAGUE TWO,Gillingham,Walsall,1,1,2.08,2.12,4.1,4.3,3.45,3.55
2009,2024-02-03,ENGLAND - LEAGUE TWO,Mansfield,Notts Co,1,0,1.94,1.96,3.95,4.2,4.0,4.2
2010,2024-02-03,ENGLAND - LEAGUE TWO,Salford,Wrexham,3,1,4.2,4.3,1.96,2.0,3.8,4.0
2011,2024-02-03,ENGLAND - LEAGUE TWO,Stockport County,Harrogate,1,1,1.41,1.42,9.8,10.0,5.1,5.3
2012,2024-02-03,ENGLAND - LEAGUE TWO,Sutton,Doncaster,1,1,2.38,2.46,3.15,3.35,3.5,3.6
2013,2024-02-03,ENGLAND - LEAGUE TWO,Tranmere,Crewe,0,0,2.3,2.36,3.2,3.3,3.8,3.9
2014,2024-02-03,ENGLAND - PREMIER LEAGUE,Brighton,Crystal Palace,4,1,1.84,1.85,4.7,4.8,4.0,4.1
2015,2024-02-03,ENGLAND - PREMIER LEAGUE,Burnley,Fulham,2,2,3.05,3.1,2.58,2.6,3.45,3.5
2016,2024-02-03,ENGLAND - PREMIER LEAGUE,Newcastle,Luton,4,4,1.43,1.44,8.2,8.6,5.5,5.6
2017,2024-02-03,SCOTLAND - CHAMPIONSHIP,Dunfermline,Morton,0,5,2.38,2.56,2.82,3.05,3.7,4.3
2018,2024-02-03,SCOTLAND - LEAGUE ONE,Annan,Alloa,2,3,2.72,2.88,2.48,2.58,3.75,4.2
2019,2024-02-03,SCOTLAND - LEAGUE ONE,Edinburgh City,Kelty Hearts,0,3,7.8,11.0,1.36,1.41,5.7,7.0
2020,2024-02-03,SCOTLAND - LEAGUE ONE,Queen of South,Hamilton,0,2,6.0,7.2,1.54,1.61,4.5,5.1
2021,2024-02-03,SCOTLAND - LEAGUE ONE,Stirling,Cove Rangers,2,2,2.8,2.98,2.46,2.64,3.65,4.0
2022,2024-02-03,SCOTLAND - LEAGUE TWO,Bonnyrigg Rose,Stranraer,0,0,2.42,2.5,3.05,3.3,3.35,3.7
2023,2024-02-03,SCOTLAND - LEAGUE TWO,Clyde,Peterhead,1,1,3.4,3.6,2.2,2.24,3.7,4.0
2024,2024-02-03,SCOTLAND - LEAGUE TWO,Elgin City,East Fife,1,0,2.88,3.1,2.52,2.7,3.4,3.6
2025,2024-02-03,SCOTLAND - LEAGUE TWO,Forfar Athletic,Spartans,1,0,3.1,24.0,1.64,2.38,2.12,3.6
2026,2024-02-03,SCOTLAND - LEAGUE TWO,Stenhousemuir,Dumbarton,1,0,2.08,2.18,3.75,3.8,3.65,4.0
2027,2024-02-03,SCOTLAND - PREMIERSHIP,Dundee FC,Hearts,2,3,3.3,3.4,2.3,2.38,3.6,3.7
2028,2024-02-03,SCOTLAND - PREMIERSHIP,Hibernian,St. Mirren,0,3,2.08,2.12,4.1,4.3,3.45,3.55
2029,2024-02-03,SCOTLAND - PREMIERSHIP,Motherwell,Kilmarnock,1,1,3.15,3.25,2.52,2.54,3.3,3.45
2030,2024-02-03,SCOTLAND - PREMIERSHIP,Rangers,Livingston,3,0,1.11,1.12,42.0,55.0,12.0,12.5
2031,2024-02-03,SCOTLAND - PREMIERSHIP,Ross County,St Johnstone,0,1,2.42,2.44,3.5,3.6,3.2,3.25
2032,2024-02-03,ITALY - SERIE B,Lecco,Cremonese,0,1,3.85,5.3,1.88,2.12,3.3,4.6
2033,2024-02-03,ITALY - SERIE B,Sampdoria,Modena,2,2,2.22,2.28,3.7,4.0,3.35,3.4
2034,2024-02-03,ITALY - SERIE B,Ternana,Como,0,1,3.0,3.2,2.52,2.62,3.25,3.45
2035,2024-02-03,SPAIN - LALIGA,Granada CF,Las Palmas,1,1,2.42,2.44,3.45,3.5,3.3,3.35
2036,2024-02-03,SPAIN - LALIGA2,Huesca,Alcorcon,1,0,1.94,1.99,5.4,5.9,3.05,3.3
2037,2024-02-03,SPAIN - LALIGA2,Mirandes,Villarreal B,3,0,2.08,2.18,4.1,4.4,3.35,3.4
2038,2024-02-03,GERMANY - 3. LIGA,Arminia Bielefeld,Viktoria Koln,0,2,2.0,2.14,3.45,3.95,3.6,4.2
2039,2024-02-03,NETHERLANDS - EREDIVISIE,Twente,Waalwijk,3,0,1.3,1.31,12.0,13.0,6.6,6.8
2040,2024-02-03,PORTUGAL - LIGA PORTUGAL 2,Penafiel,Oliveirense,1,1,1.84,2.0,4.3,5.7,3.25,3.7
2041,2024-02-03,PORTUGAL - LIGA PORTUGAL,Portimonense,Arouca,1,2,3.05,3.15,2.48,2.58,3.55,3.6
2042,2024-02-03,FRANCE - LIGUE 1,Rennes,Montpellier,2,1,1.6,1.62,6.4,6.6,4.4,4.5
2043,2024-02-03,TURKEY - SUPER LIG,Antalyaspor,Fenerbahce,0,2,5.9,6.2,1.62,1.64,4.6,4.7
2044,2024-02-03,TURKEY - SUPER LIG,Gaziantep,Kayserispor,1,1,2.2,2.26,3.6,3.75,3.45,3.6
2045,2024-02-03,HUNGARY - OTP BANK LIGA,Debrecen,DVTK,2,2,1.78,1.91,4.2,5.1,3.65,4.2
2046,2024-02-03,CROATIA - HNL,Osijek,Hajduk Split,1,1,3.85,4.3,2.06,2.24,3.3,3.9
2047,2024-02-03,ITALY - SERIE A,Frosinone,AC Milan,2,3,5.5,5.6,1.68,1.69,4.4,4.5
2048,2024-02-03,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Winterthur,0,1,2.28,2.48,2.92,3.25,3.45,3.9
2049,2024-02-03,SWITZERLAND - SUPER LEAGUE,Lausanne,Young Boys,0,1,3.25,3.4,2.14,2.2,4.0,4.2
2050,2024-02-03,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Charleroi,1,0,3.55,3.75,2.22,2.28,3.55,3.75
2051,2024-02-03,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Leuven,0,3,2.04,2.12,3.75,3.9,3.75,4.0
2052,2024-02-03,GERMANY - BUNDESLIGA,FC Koln,Eintracht Frankfurt,2,0,3.4,3.45,2.36,2.38,3.5,3.55
2053,2024-02-03,SPAIN - LALIGA,Alaves,Barcelona,1,3,4.2,4.3,2.0,2.02,3.75,3.8
2054,2024-02-03,SPAIN - LALIGA2,Leganes,Valladolid,0,0,2.72,2.76,3.3,3.5,2.88,2.96
2055,2024-02-03,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Aston Villa,0,5,5.5,5.6,1.68,1.69,4.4,4.5
2056,2024-02-03,NETHERLANDS - EREDIVISIE,Sittard,Heerenveen,3,3,2.42,2.48,3.25,3.35,3.45,3.55
2057,2024-02-03,ROMANIA - LIGA 1,FC Rapid Bucuresti,Otelul,2,1,1.86,1.94,4.6,5.5,3.6,3.9
2058,2024-02-03,FRANCE - LIGUE 2,Amiens,Paris FC,1,1,2.62,2.8,3.1,3.35,3.05,3.15
2059,2024-02-03,FRANCE - LIGUE 2,Angers,Rodez,2,1,1.97,2.02,4.2,4.7,3.55,3.7
2060,2024-02-03,FRANCE - LIGUE 2,Concarneau,Valenciennes,1,0,2.44,2.5,3.5,3.6,3.1,3.2
2061,2024-02-03,FRANCE - LIGUE 2,Grenoble,Caen,5,1,2.02,2.16,3.95,4.5,3.25,3.55
2062,2024-02-03,FRANCE - LIGUE 2,Guingamp,Annecy,1,4,1.6,1.63,7.0,7.8,3.85,4.1
2063,2024-02-03,FRANCE - LIGUE 2,Laval,Quevilly Rouen,2,4,2.4,2.48,3.55,3.75,3.05,3.2
