id,league_id,league,utc_time,date,time,home,away,ft_ml_h_opening,ft_ml_d_opening,ft_ml_a_opening,ft_ml_h_closing,ft_ml_d_closing,ft_ml_a_closing,ft_ah_handicap_opening,ft_ah_h_opening,ft_ah_a_opening,ft_ah_handicap_closing,ft_ah_h_closing,ft_ah_a_closing,ft_ou_handicap_opening,ft_ou_o_opening,ft_ou_u_opening,ft_ou_handicap_closing,ft_ou_o_closing,ft_ou_u_closing
8485393,254,Colombia Primera A,1721257200,2024-07-17,20:00,Independiente Santa Fe,Deportivo Pasto,1.533,3.6,6.5,1.6,3.5,6.25,-1.0,2.025,1.825,-0.75,1.825,2.025,2.25,2.025,1.825,2.25,2.025,1.825
8419078,328,Brazil Serie B,1721259000,2024-07-17,20:30,CRB,Botafogo SP,1.85,3.25,4.5,1.727,3.4,5.25,-0.5,1.85,2.0,-0.75,2.0,1.85,2.0,1.85,2.0,2.0,1.875,1.975
7631064,242,USA MLS,1721259000,2024-07-17,20:30,Philadelphia Union,New England Revolution,1.909,3.6,3.4,1.6,4.2,5.0,-0.75,2.0,1.85,-1.0,2.0,1.85,3.0,1.925,1.925,3.25,2.0,1.85
7631063,242,USA MLS,1721259000,2024-07-17,20:30,New York Red Bulls,CF Montreal,1.475,4.333,5.5,1.444,4.75,6.5,-1.25,1.9,1.95,-1.25,1.95,1.9,3.0,2.025,1.825,3.0,1.875,1.975
7631061,242,USA MLS,1721259000,2024-07-17,20:30,Columbus Crew,Charlotte FC,1.444,4.25,6.0,1.6,4.2,5.25,-1.0,1.95,1.9,-1.0,1.95,1.9,3.0,1.975,1.875,3.25,1.925,1.925
7631060,242,USA MLS,1721259000,2024-07-17,20:30,Atlanta United,New York City FC,2.45,3.5,2.5,2.45,3.75,2.625,-0.25,1.975,1.875,0.0,1.85,2.0,3.0,2.0,1.85,3.0,1.975,1.875
7630007,242,USA MLS,1721259000,2024-07-17,20:30,FC Cincinnati,Chicago Fire,1.285,5.0,8.5,1.65,4.333,4.75,-1.0,1.85,2.0,-0.75,1.8,2.05,3.0,1.975,1.875,3.0,1.925,1.925
7631062,242,USA MLS,1721259000,2024-07-17,20:30,Inter Miami CF,Toronto FC,1.727,3.8,4.0,1.727,4.1,4.1,-0.75,1.875,1.975,-0.75,1.975,1.875,3.0,2.025,1.825,3.25,1.925,1.925
7710067,7,USA USL Championship,1721260800,2024-07-17,21:00,Birmingham Legion FC,Rhode Island FC,2.25,3.3,2.9,2.1,3.3,3.1,-0.25,1.975,1.825,-0.25,1.85,1.95,2.75,1.9,1.9,2.75,1.875,1.925
8466372,328,Brazil Serie B,1721260800,2024-07-17,21:00,Operario PR,Goias,2.6,3.1,2.8,3.0,3.0,2.5,0.0,1.8,2.05,0.0,2.1,1.775,2.0,1.975,1.875,1.75,1.875,1.975
8492480,251,Venezuela Primera Division,1721262600,2024-07-17,21:30,Metropolitanos FC,Monagas,2.2,3.2,2.875,2.2,3.2,2.8,-0.25,1.95,1.85,-0.25,2.0,1.8,2.25,1.825,1.975,2.25,1.8,2.0
8333281,445,Copa Sudamericana,1721262600,2024-07-17,21:30,Independiente del Valle,Boca Juniors,2.1,3.3,3.5,1.6,3.8,6.0,-0.5,1.975,1.875,-0.75,1.775,2.1,2.25,1.925,1.925,2.25,1.925,1.925
7902631,155,Brazil Serie A,1721262600,2024-07-17,21:30,Botafogo,Palmeiras,2.6,3.2,2.7,2.75,3.2,2.7,0.0,1.91,1.99,0.0,2.0,1.9,2.25,1.93,1.97,2.25,1.98,1.92
8298125,445,Copa Sudamericana,1721262600,2024-07-17,21:30,Barcelona Guayaquil,Bragantino,2.875,3.1,2.5,2.625,3.1,2.8,0.0,1.8,2.05,0.0,1.85,2.0,2.25,2.0,1.85,2.25,2.05,1.8
7631067,242,USA MLS,1721262600,2024-07-17,21:30,Nashville SC,Orlando City SC,2.1,3.5,3.0,2.625,3.5,2.55,0.0,1.775,2.1,0.0,1.975,1.875,2.5,1.85,2.0,2.75,2.0,1.85
7631066,242,USA MLS,1721262600,2024-07-17,21:30,Minnesota United FC,DC United,1.666,4.0,4.1,1.909,4.0,3.6,-0.5,1.875,1.975,-0.5,1.925,1.925,3.25,1.975,1.875,3.25,1.975,1.875
7631065,242,USA MLS,1721262600,2024-07-17,21:30,FC Dallas,Austin FC,2.0,3.6,3.2,1.95,3.6,3.75,-0.5,2.025,1.825,-0.5,1.975,1.875,2.75,2.025,1.825,2.75,2.0,1.85
7902174,155,Brazil Serie A,1721262600,2024-07-17,21:30,Fortaleza EC,Vitoria,1.533,4.0,6.0,1.7,3.6,5.25,-0.75,2.06,1.84,-0.75,1.95,1.95,2.25,1.93,1.97,2.25,1.95,1.95
8335088,32373,Mexico Liga MX,1721264400,2024-07-17,22:00,Necaxa,Monterrey,4.2,3.75,1.8,3.0,3.4,2.375,0.5,1.9,1.95,0.25,1.825,2.025,2.5,1.9,1.95,2.5,1.9,1.95
8335085,32373,Mexico Liga MX,1721264760,2024-07-17,22:06,Juarez FC,Unam Pumas,2.875,3.4,2.35,3.25,3.4,2.2,0.25,1.975,1.875,0.25,1.975,1.875,2.75,1.9,1.95,2.75,1.925,1.925
8484022,254,Colombia Primera A,1721265000,2024-07-17,22:10,Alianza,Atletico Nacional Medellin,3.4,3.1,2.15,3.4,3.1,2.25,0.25,1.975,1.875,0.25,1.925,1.925,2.0,1.8,2.05,2.0,1.8,2.05
8506375,23862,Costa Rica Super Cup,1721268000,2024-07-17,23:00,Deportivo Saprissa,Alajuelense,2.25,3.4,2.625,2.375,3.4,2.6,0.0,1.8,2.0,0.0,1.8,2.0,2.5,1.85,1.95,2.5,1.85,1.95
7631069,242,USA MLS,1721269800,2024-07-17,23:30,Seattle Sounders,St Louis City SC,1.7,3.75,4.2,1.571,4.2,5.5,-0.75,1.85,2.0,-1.0,1.95,1.9,2.75,1.9,1.95,2.75,1.875,1.975
7630008,242,USA MLS,1721269800,2024-07-17,23:30,LA Galaxy,Colorado Rapids,1.7,3.9,4.0,1.9,4.2,3.6,-0.75,2.025,1.825,-0.5,1.925,1.925,3.5,2.025,1.825,3.25,1.85,2.0
7630009,242,USA MLS,1721269800,2024-07-17,23:30,San Jose Earthquakes,Houston Dynamo,3.1,3.7,2.0,2.8,3.7,2.3,0.25,1.825,2.025,0.25,1.8,2.05,2.75,1.85,2.0,3.0,2.0,1.85
7630010,242,USA MLS,1721269800,2024-07-17,23:30,Vancouver Whitecaps,Sporting Kansas City,1.571,4.2,4.6,1.75,4.1,4.1,-0.75,1.95,1.9,-0.75,1.95,1.9,2.75,1.825,2.025,3.0,1.95,1.9
7631068,242,USA MLS,1721270700,2024-07-17,23:45,Los Angeles FC,Real Salt Lake,1.833,3.8,3.5,1.45,5.25,5.5,-1.0,1.95,1.9,-1.25,1.925,1.925,3.25,2.05,1.8,3.5,1.925,1.925
